Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name
C6orf15_DDR1,C6orf15,chromosome 6 open reading frame 15,DDR1,discoidin domain receptor tyrosine kinase 1
CALCA_CALCR,CALCA,calcitonin-related polypeptide alpha,CALCR,calcitonin receptor
CALCA_CALCRL,CALCA,calcitonin-related polypeptide alpha,CALCRL,calcitonin receptor-like
CALCA_RAMP1,CALCA,calcitonin-related polypeptide alpha,RAMP1,receptor (G protein-coupled) activity modifying protein 1
CALCA_RAMP2,CALCA,calcitonin-related polypeptide alpha,RAMP2,receptor (G protein-coupled) activity modifying protein 2
CALCB_CALCR,CALCB,calcitonin-related polypeptide beta,CALCR,calcitonin receptor
CALCB_CALCRL,CALCB,calcitonin-related polypeptide beta,CALCRL,calcitonin receptor-like
CALCB_RAMP1,CALCB,calcitonin-related polypeptide beta,RAMP1,receptor (G protein-coupled) activity modifying protein 1
CALM1_ABCA1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
CALM1_ADCY8,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",ADCY8,adenylate cyclase 8 (brain)
CALM1_ADCYAP1R1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",ADCYAP1R1,adenylate cyclase activating polypeptide 1 (pituitary) receptor type I
CALM1_AQP6,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",AQP6,"aquaporin 6, kidney specific"
CALM1_CACNA1C,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
CALM1_CALCR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",CALCR,calcitonin receptor
CALM1_CNGA2,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",CNGA2,cyclic nucleotide gated channel alpha 2
CALM1_CRHR1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",CRHR1,corticotropin releasing hormone receptor 1
CALM1_EGFR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",EGFR,epidermal growth factor receptor
CALM1_FAS,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",FAS,Fas cell surface death receptor
CALM1_GLP1R,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GLP1R,glucagon-like peptide 1 receptor
CALM1_GLP2R,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GLP2R,glucagon-like peptide 2 receptor
CALM1_GP6,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GP6,glycoprotein VI (platelet)
CALM1_GRM3,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GRM3,"glutamate receptor, metabotropic 3"
CALM1_GRM4,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GRM4,"glutamate receptor, metabotropic 4"
CALM1_GRM5,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GRM5,"glutamate receptor, metabotropic 5"
CALM1_GRM7,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",GRM7,"glutamate receptor, metabotropic 7"
CALM1_HMMR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",HMMR,hyaluronan-mediated motility receptor (RHAMM)
CALM1_HTR2C,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled"
CALM1_INSR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",INSR,insulin receptor
CALM1_KCNN4,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",KCNN4,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"
CALM1_KCNQ1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",KCNQ1,"potassium voltage-gated channel, KQT-like subfamily, member 1"
CALM1_KCNQ3,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",KCNQ3,"potassium voltage-gated channel, KQT-like subfamily, member 3"
CALM1_KCNQ5,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",KCNQ5,"potassium voltage-gated channel, KQT-like subfamily, member 5"
CALM1_MIP,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",MIP,major intrinsic protein of lens fiber
CALM1_MYLK,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",MYLK,myosin light chain kinase
CALM1_MYLK2,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",MYLK2,myosin light chain kinase 2
CALM1_OPRM1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",OPRM1,"opioid receptor, mu 1"
CALM1_PDE1A,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PDE1A,"phosphodiesterase 1A, calmodulin-dependent"
CALM1_PDE1B,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PDE1B,"phosphodiesterase 1B, calmodulin-dependent"
CALM1_PDE1C,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa"
CALM1_PPAPDC2,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PPAPDC2,phosphatidic acid phosphatase type 2 domain containing 2
CALM1_PTH2R,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PTH2R,parathyroid hormone 2 receptor
CALM1_PTPRA,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",PTPRA,"protein tyrosine phosphatase, receptor type, A"
CALM1_SCN10A,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",SCN10A,"sodium channel, voltage-gated, type X, alpha subunit"
CALM1_SCN4A,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",SCN4A,"sodium channel, voltage-gated, type IV, alpha subunit"
CALM1_SCTR,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",SCTR,secretin receptor
CALM1_SELL,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",SELL,selectin L
CALM1_TRPC3,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",TRPC3,"transient receptor potential cation channel, subfamily C, member 3"
CALM1_TRPC5,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",TRPC5,"transient receptor potential cation channel, subfamily C, member 5"
CALM1_VIPR1,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",VIPR1,vasoactive intestinal peptide receptor 1
CALM2_ABCA1,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
CALM2_ADCY8,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",ADCY8,adenylate cyclase 8 (brain)
CALM2_AQP6,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",AQP6,"aquaporin 6, kidney specific"
CALM2_CACNA1C,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
CALM2_EGFR,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",EGFR,epidermal growth factor receptor
CALM2_GP6,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",GP6,glycoprotein VI (platelet)
CALM2_GRM5,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",GRM5,"glutamate receptor, metabotropic 5"
CALM2_GRM7,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",GRM7,"glutamate receptor, metabotropic 7"
CALM2_INSR,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",INSR,insulin receptor
CALM2_KCNQ1,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",KCNQ1,"potassium voltage-gated channel, KQT-like subfamily, member 1"
CALM2_KCNQ3,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",KCNQ3,"potassium voltage-gated channel, KQT-like subfamily, member 3"
CALM2_KCNQ5,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",KCNQ5,"potassium voltage-gated channel, KQT-like subfamily, member 5"
CALM2_MYLK,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",MYLK,myosin light chain kinase
CALM2_MYLK2,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",MYLK2,myosin light chain kinase 2
CALM2_PDE1A,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",PDE1A,"phosphodiesterase 1A, calmodulin-dependent"
CALM2_PDE1B,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",PDE1B,"phosphodiesterase 1B, calmodulin-dependent"
CALM2_PDE1C,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa"
CALM2_PPAPDC2,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",PPAPDC2,phosphatidic acid phosphatase type 2 domain containing 2
CALM2_SCN10A,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",SCN10A,"sodium channel, voltage-gated, type X, alpha subunit"
CALM2_SCN4A,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",SCN4A,"sodium channel, voltage-gated, type IV, alpha subunit"
CALM2_SELL,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",SELL,selectin L
CALM2_TRPC5,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",TRPC5,"transient receptor potential cation channel, subfamily C, member 5"
CALM3_ABCA1,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
CALM3_ADCY8,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",ADCY8,adenylate cyclase 8 (brain)
CALM3_AQP6,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",AQP6,"aquaporin 6, kidney specific"
CALM3_EGFR,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",EGFR,epidermal growth factor receptor
CALM3_GP6,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",GP6,glycoprotein VI (platelet)
CALM3_GRM5,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",GRM5,"glutamate receptor, metabotropic 5"
CALM3_GRM7,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",GRM7,"glutamate receptor, metabotropic 7"
CALM3_INSR,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",INSR,insulin receptor
CALM3_KCNQ1,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",KCNQ1,"potassium voltage-gated channel, KQT-like subfamily, member 1"
CALM3_KCNQ3,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",KCNQ3,"potassium voltage-gated channel, KQT-like subfamily, member 3"
CALM3_KCNQ5,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",KCNQ5,"potassium voltage-gated channel, KQT-like subfamily, member 5"
CALM3_MYLK,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",MYLK,myosin light chain kinase
CALM3_MYLK2,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",MYLK2,myosin light chain kinase 2
CALM3_PDE1A,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",PDE1A,"phosphodiesterase 1A, calmodulin-dependent"
CALM3_PDE1B,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",PDE1B,"phosphodiesterase 1B, calmodulin-dependent"
CALM3_PDE1C,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa"
CALM3_PPAPDC2,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",PPAPDC2,phosphatidic acid phosphatase type 2 domain containing 2
CALM3_SCN10A,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",SCN10A,"sodium channel, voltage-gated, type X, alpha subunit"
CALM3_SCN4A,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",SCN4A,"sodium channel, voltage-gated, type IV, alpha subunit"
CALM3_SELL,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",SELL,selectin L
CALM3_TRPC5,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",TRPC5,"transient receptor potential cation channel, subfamily C, member 5"
CALR_HLA-F,CALR,calreticulin,HLA-F,"major histocompatibility complex, class I, F"
CALR_ITGA2B,CALR,calreticulin,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
CALR_ITGA3,CALR,calreticulin,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
CALR_ITGAV,CALR,calreticulin,ITGAV,"integrin, alpha V"
CALR_LRP1,CALR,calreticulin,LRP1,low density lipoprotein receptor-related protein 1
CALR_MTNR1A,CALR,calreticulin,MTNR1A,melatonin receptor 1A
CALR_SCARF1,CALR,calreticulin,SCARF1,"scavenger receptor class F, member 1"
CALR_TSHR,CALR,calreticulin,TSHR,thyroid stimulating hormone receptor
CAMP_EGFR,CAMP,cathelicidin antimicrobial peptide,EGFR,epidermal growth factor receptor
CAMP_FPR2,CAMP,cathelicidin antimicrobial peptide,FPR2,formyl peptide receptor 2
CAMP_IGF1R,CAMP,cathelicidin antimicrobial peptide,IGF1R,insulin-like growth factor 1 receptor
CAMP_P2RX7,CAMP,cathelicidin antimicrobial peptide,P2RX7,"purinergic receptor P2X, ligand-gated ion channel, 7"
CCK_CCKAR,CCK,cholecystokinin,CCKAR,cholecystokinin A receptor
CCK_CCKBR,CCK,cholecystokinin,CCKBR,cholecystokinin B receptor
CCL11_ACKR2,CCL11,chemokine (C-C motif) ligand 11,ACKR2,atypical chemokine receptor 2
CCL11_ACKR4,CCL11,chemokine (C-C motif) ligand 11,ACKR4,atypical chemokine receptor 4
CCL11_CCR2,CCL11,chemokine (C-C motif) ligand 11,CCR2,chemokine (C-C motif) receptor 2
CCL11_CCR3,CCL11,chemokine (C-C motif) ligand 11,CCR3,chemokine (C-C motif) receptor 3
CCL11_CCR5,CCL11,chemokine (C-C motif) ligand 11,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL11_CXCR3,CCL11,chemokine (C-C motif) ligand 11,CXCR3,chemokine (C-X-C motif) receptor 3
CCL13_ACKR2,CCL13,chemokine (C-C motif) ligand 13,ACKR2,atypical chemokine receptor 2
CCL13_ACKR4,CCL13,chemokine (C-C motif) ligand 13,ACKR4,atypical chemokine receptor 4
CCL13_CCR1,CCL13,chemokine (C-C motif) ligand 13,CCR1,chemokine (C-C motif) receptor 1
CCL13_CCR2,CCL13,chemokine (C-C motif) ligand 13,CCR2,chemokine (C-C motif) receptor 2
CCL13_CCR3,CCL13,chemokine (C-C motif) ligand 13,CCR3,chemokine (C-C motif) receptor 3
CCL13_CCR5,CCL13,chemokine (C-C motif) ligand 13,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL13_CCR9,CCL13,chemokine (C-C motif) ligand 13,CCR9,chemokine (C-C motif) receptor 9
CCL13_CXCR3,CCL13,chemokine (C-C motif) ligand 13,CXCR3,chemokine (C-X-C motif) receptor 3
CCL14_ACKR2,CCL14,chemokine (C-C motif) ligand 14,ACKR2,atypical chemokine receptor 2
CCL14_CCR1,CCL14,chemokine (C-C motif) ligand 14,CCR1,chemokine (C-C motif) receptor 1
CCL14_CCR3,CCL14,chemokine (C-C motif) ligand 14,CCR3,chemokine (C-C motif) receptor 3
CCL14_CCR5,CCL14,chemokine (C-C motif) ligand 14,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL15_CCR1,CCL15,chemokine (C-C motif) ligand 15,CCR1,chemokine (C-C motif) receptor 1
CCL15_CCR3,CCL15,chemokine (C-C motif) ligand 15,CCR3,chemokine (C-C motif) receptor 3
CCL16_CCR1,CCL16,chemokine (C-C motif) ligand 16,CCR1,chemokine (C-C motif) receptor 1
CCL16_CCR2,CCL16,chemokine (C-C motif) ligand 16,CCR2,chemokine (C-C motif) receptor 2
CCL16_CCR5,CCL16,chemokine (C-C motif) ligand 16,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL16_CCR8,CCL16,chemokine (C-C motif) ligand 16,CCR8,chemokine (C-C motif) receptor 8
CCL16_HRH4,CCL16,chemokine (C-C motif) ligand 16,HRH4,histamine receptor H4
CCL17_CCR4,CCL17,chemokine (C-C motif) ligand 17,CCR4,chemokine (C-C motif) receptor 4
CCL17_CCR8,CCL17,chemokine (C-C motif) ligand 17,CCR8,chemokine (C-C motif) receptor 8
CCL17_DARC,CCL17,chemokine (C-C motif) ligand 17,DARC,"Duffy blood group, atypical chemokine receptor"
CCL18_C14orf1,CCL18,chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated),C14orf1,chromosome 14 open reading frame 1
CCL19_ACKR2,CCL19,chemokine (C-C motif) ligand 19,ACKR2,atypical chemokine receptor 2
CCL19_ACKR4,CCL19,chemokine (C-C motif) ligand 19,ACKR4,atypical chemokine receptor 4
CCL19_CCR10,CCL19,chemokine (C-C motif) ligand 19,CCR10,chemokine (C-C motif) receptor 10
CCL19_CCR7,CCL19,chemokine (C-C motif) ligand 19,CCR7,chemokine (C-C motif) receptor 7
CCL19_CCRL2,CCL19,chemokine (C-C motif) ligand 19,CCRL2,chemokine (C-C motif) receptor-like 2
CCL19_CXCR3,CCL19,chemokine (C-C motif) ligand 19,CXCR3,chemokine (C-X-C motif) receptor 3
CCL1_CCR8,CCL1,chemokine (C-C motif) ligand 1,CCR8,chemokine (C-C motif) receptor 8
CCL20_CCR6,CCL20,chemokine (C-C motif) ligand 20,CCR6,chemokine (C-C motif) receptor 6
CCL20_CXCR3,CCL20,chemokine (C-C motif) ligand 20,CXCR3,chemokine (C-X-C motif) receptor 3
CCL21_ACKR2,CCL21,chemokine (C-C motif) ligand 21,ACKR2,atypical chemokine receptor 2
CCL21_ACKR4,CCL21,chemokine (C-C motif) ligand 21,ACKR4,atypical chemokine receptor 4
CCL21_CCR7,CCL21,chemokine (C-C motif) ligand 21,CCR7,chemokine (C-C motif) receptor 7
CCL21_CXCR3,CCL21,chemokine (C-C motif) ligand 21,CXCR3,chemokine (C-X-C motif) receptor 3
CCL22_CCR4,CCL22,chemokine (C-C motif) ligand 22,CCR4,chemokine (C-C motif) receptor 4
CCL23_CCR1,CCL23,chemokine (C-C motif) ligand 23,CCR1,chemokine (C-C motif) receptor 1
CCL24_CCR2,CCL24,chemokine (C-C motif) ligand 24,CCR2,chemokine (C-C motif) receptor 2
CCL24_CCR3,CCL24,chemokine (C-C motif) ligand 24,CCR3,chemokine (C-C motif) receptor 3
CCL25_ACKR2,CCL25,chemokine (C-C motif) ligand 25,ACKR2,atypical chemokine receptor 2
CCL25_ACKR4,CCL25,chemokine (C-C motif) ligand 25,ACKR4,atypical chemokine receptor 4
CCL25_CCR10,CCL25,chemokine (C-C motif) ligand 25,CCR10,chemokine (C-C motif) receptor 10
CCL25_CCR9,CCL25,chemokine (C-C motif) ligand 25,CCR9,chemokine (C-C motif) receptor 9
CCL26_CCR1,CCL26,chemokine (C-C motif) ligand 26,CCR1,chemokine (C-C motif) receptor 1
CCL26_CCR2,CCL26,chemokine (C-C motif) ligand 26,CCR2,chemokine (C-C motif) receptor 2
CCL26_CCR3,CCL26,chemokine (C-C motif) ligand 26,CCR3,chemokine (C-C motif) receptor 3
CCL27_ACKR2,CCL27,chemokine (C-C motif) ligand 27,ACKR2,atypical chemokine receptor 2
CCL27_CCR10,CCL27,chemokine (C-C motif) ligand 27,CCR10,chemokine (C-C motif) receptor 10
CCL28_ACKR2,CCL28,chemokine (C-C motif) ligand 28,ACKR2,atypical chemokine receptor 2
CCL28_CCR10,CCL28,chemokine (C-C motif) ligand 28,CCR10,chemokine (C-C motif) receptor 10
CCL28_CCR3,CCL28,chemokine (C-C motif) ligand 28,CCR3,chemokine (C-C motif) receptor 3
CCL2_ACKR2,CCL2,chemokine (C-C motif) ligand 2,ACKR2,atypical chemokine receptor 2
CCL2_ACKR4,CCL2,chemokine (C-C motif) ligand 2,ACKR4,atypical chemokine receptor 4
CCL2_CCR1,CCL2,chemokine (C-C motif) ligand 2,CCR1,chemokine (C-C motif) receptor 1
CCL2_CCR10,CCL2,chemokine (C-C motif) ligand 2,CCR10,chemokine (C-C motif) receptor 10
CCL2_CCR2,CCL2,chemokine (C-C motif) ligand 2,CCR2,chemokine (C-C motif) receptor 2
CCL2_CCR3,CCL2,chemokine (C-C motif) ligand 2,CCR3,chemokine (C-C motif) receptor 3
CCL2_CCR4,CCL2,chemokine (C-C motif) ligand 2,CCR4,chemokine (C-C motif) receptor 4
CCL2_CCR5,CCL2,chemokine (C-C motif) ligand 2,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL2_DARC,CCL2,chemokine (C-C motif) ligand 2,DARC,"Duffy blood group, atypical chemokine receptor"
CCL3L1_CCR1,CCL3L1,chemokine (C-C motif) ligand 3-like 1,CCR1,chemokine (C-C motif) receptor 1
CCL3L1_CCR3,CCL3L1,chemokine (C-C motif) ligand 3-like 1,CCR3,chemokine (C-C motif) receptor 3
CCL3L1_CCR5,CCL3L1,chemokine (C-C motif) ligand 3-like 1,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL3L3_ACKR2,CCL3L3,chemokine (C-C motif) ligand 3-like 3,ACKR2,atypical chemokine receptor 2
CCL3L3_CCR5,CCL3L3,chemokine (C-C motif) ligand 3-like 3,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL3_ACKR2,CCL3,chemokine (C-C motif) ligand 3,ACKR2,atypical chemokine receptor 2
CCL3_CCR1,CCL3,chemokine (C-C motif) ligand 3,CCR1,chemokine (C-C motif) receptor 1
CCL3_CCR3,CCL3,chemokine (C-C motif) ligand 3,CCR3,chemokine (C-C motif) receptor 3
CCL3_CCR4,CCL3,chemokine (C-C motif) ligand 3,CCR4,chemokine (C-C motif) receptor 4
CCL3_CCR5,CCL3,chemokine (C-C motif) ligand 3,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL4_ACKR2,CCL4,chemokine (C-C motif) ligand 4,ACKR2,atypical chemokine receptor 2
CCL4_CCR1,CCL4,chemokine (C-C motif) ligand 4,CCR1,chemokine (C-C motif) receptor 1
CCL4_CCR3,CCL4,chemokine (C-C motif) ligand 4,CCR3,chemokine (C-C motif) receptor 3
CCL4_CCR5,CCL4,chemokine (C-C motif) ligand 4,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL4_CCR8,CCL4,chemokine (C-C motif) ligand 4,CCR8,chemokine (C-C motif) receptor 8
CCL5_ACKR2,CCL5,chemokine (C-C motif) ligand 5,ACKR2,atypical chemokine receptor 2
CCL5_ACKR4,CCL5,chemokine (C-C motif) ligand 5,ACKR4,atypical chemokine receptor 4
CCL5_CCR1,CCL5,chemokine (C-C motif) ligand 5,CCR1,chemokine (C-C motif) receptor 1
CCL5_CCR3,CCL5,chemokine (C-C motif) ligand 5,CCR3,chemokine (C-C motif) receptor 3
CCL5_CCR4,CCL5,chemokine (C-C motif) ligand 5,CCR4,chemokine (C-C motif) receptor 4
CCL5_CCR5,CCL5,chemokine (C-C motif) ligand 5,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL5_CXCR3,CCL5,chemokine (C-C motif) ligand 5,CXCR3,chemokine (C-X-C motif) receptor 3
CCL5_DARC,CCL5,chemokine (C-C motif) ligand 5,DARC,"Duffy blood group, atypical chemokine receptor"
CCL5_GPR75,CCL5,chemokine (C-C motif) ligand 5,GPR75,G protein-coupled receptor 75
CCL5_SDC1,CCL5,chemokine (C-C motif) ligand 5,SDC1,syndecan 1
CCL5_SDC4,CCL5,chemokine (C-C motif) ligand 5,SDC4,syndecan 4
CCL7_ACKR2,CCL7,chemokine (C-C motif) ligand 7,ACKR2,atypical chemokine receptor 2
CCL7_ACKR4,CCL7,chemokine (C-C motif) ligand 7,ACKR4,atypical chemokine receptor 4
CCL7_CCR1,CCL7,chemokine (C-C motif) ligand 7,CCR1,chemokine (C-C motif) receptor 1
CCL7_CCR10,CCL7,chemokine (C-C motif) ligand 7,CCR10,chemokine (C-C motif) receptor 10
CCL7_CCR2,CCL7,chemokine (C-C motif) ligand 7,CCR2,chemokine (C-C motif) receptor 2
CCL7_CCR3,CCL7,chemokine (C-C motif) ligand 7,CCR3,chemokine (C-C motif) receptor 3
CCL7_CCR5,CCL7,chemokine (C-C motif) ligand 7,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCL7_CXCR3,CCL7,chemokine (C-C motif) ligand 7,CXCR3,chemokine (C-X-C motif) receptor 3
CCL7_DARC,CCL7,chemokine (C-C motif) ligand 7,DARC,"Duffy blood group, atypical chemokine receptor"
CCL8_ACKR2,CCL8,chemokine (C-C motif) ligand 8,ACKR2,atypical chemokine receptor 2
CCL8_ACKR4,CCL8,chemokine (C-C motif) ligand 8,ACKR4,atypical chemokine receptor 4
CCL8_CCR1,CCL8,chemokine (C-C motif) ligand 8,CCR1,chemokine (C-C motif) receptor 1
CCL8_CCR2,CCL8,chemokine (C-C motif) ligand 8,CCR2,chemokine (C-C motif) receptor 2
CCL8_CCR3,CCL8,chemokine (C-C motif) ligand 8,CCR3,chemokine (C-C motif) receptor 3
